date;steps_n;proteins_g;kcal_in;kcal_junk_in;kcal_out_training;sleep_hours;stress_rel;weight_kg;waist_cm
07/03/2027;14844;138;1904;179;296;8;5;78,36457486;94,17801909
08/03/2027;11636;188;2109;276;146;6;8;77,50926662;93,42123022
09/03/2027;12254;108;2022;203;96;6;7;77,81314095;94,02548546
10/03/2027;8205;181;2068;129;280;7;7;76,90461691;93,40225985
11/03/2027;11406;173;1861;398;150;9;1;77,59638292;93,41527033
12/03/2027;9010;124;1688;94;24;7;10;77,55485573;92,7310333
13/03/2027;8817;111;1686;395;28;8;10;78,42757452;93,17936765
14/03/2027;12240;126;2413;51;36;7;9;77,8153885;92,59105038
15/03/2027;13012;143;2503;176;261;8;5;78,12146967;93,57346928
16/03/2027;14993;186;1971;92;16;6;10;77,72074875;93,04555302
17/03/2027;12795;123;1872;313;228;8;10;78,44238772;93,17621912
18/03/2027;11778;192;1936;58;192;8;10;78,30065484;92,33488067
19/03/2027;8858;173;2051;374;274;7;2;78,45813516;92,37097615
20/03/2027;11526;146;2067;361;179;8;7;77,64614081;91,38986183
21/03/2027;14437;185;2304;484;61;9;5;78,25738301;92,23868569
22/03/2027;12638;127;2335;270;89;8;7;77,691969;91,40147431
23/03/2027;11198;186;2038;500;238;6;10;77,98139067;92,31809316
24/03/2027;13791;113;1680;386;227;7;7;77,40442086;92,23101933
25/03/2027;13915;115;2206;260;209;7;4;78,23349042;92,3293418
26/03/2027;13023;159;1774;89;291;6;2;78,17089675;92,28040848
27/03/2027;11020;136;2343;257;121;8;8;79,10779131;92,64955903
28/03/2027;10500;177;2162;455;158;7;8;78,97780432;92,55688248
29/03/2027;12715;109;2386;158;281;6;2;79,17659723;92,6558048
30/03/2027;13321;129;2161;236;49;8;2;78,408065;91,81008586
31/03/2027;14390;127;1834;398;130;6;9;79,39008501;92,78484825
01/04/2027;10708;114;2340;419;210;9;10;79,34152343;92,54290475
02/04/2027;12517;111;1689;312;291;6;4;79,54433987;93,09206034
03/04/2027;9557;91;2580;190;182;7;5;78,98919214;92,17980968
04/04/2027;8619;110;2252;298;125;9;6;79,61135624;92,34056794
05/04/2027;13871;149;1729;429;94;8;10;79,49548647;92,05714256
06/04/2027;12696;190;2407;437;194;9;4;79,63925168;92,96697375
07/04/2027;14311;117;2002;35;42;7;9;79,55392071;92,50687962
08/04/2027;8006;159;1911;32;40;7;2;79,62458259;93,4051185
09/04/2027;8537;122;1803;327;92;8;9;79,49199949;92,47802141
10/04/2027;13152;122;1931;469;236;7;5;80,24591629;93,23306729
11/04/2027;10901;151;1986;311;130;9;6;79,98593367;92,66196192
12/04/2027;14001;173;2150;100;5;6;1;80,16636586;93,49711274
13/04/2027;11888;171;2095;201;56;6;4;79,74465066;92,72371804
14/04/2027;9631;121;2542;136;185;6;4;80,00502084;92,87208499
15/04/2027;12370;168;1708;86;16;8;6;79,3395008;92,57002216
16/04/2027;10582;145;2093;249;283;7;1;79,42742912;92,65096834
17/04/2027;13896;126;1967;248;86;7;10;78,87469817;91,7753021
18/04/2027;13239;163;2356;336;274;7;8;79,00000579;92,1603365
19/04/2027;14696;118;2187;102;95;9;4;78,76511953;91,83495712
20/04/2027;9812;161;2110;342;46;6;3;79,62479529;91,92888878
21/04/2027;9522;142;1858;10;280;9;10;78,70921839;91,1357671
22/04/2027;11482;188;2106;58;208;8;4;79,60890042;91,63242545
23/04/2027;14349;146;2465;286;294;7;8;79,0836686;90,77583862
24/04/2027;8433;139;1927;482;61;7;4;79,92251599;91,14739922
25/04/2027;8817;176;1913;298;67;8;1;79,37618474;90,40736027
26/04/2027;11707;170;1890;346;75;9;8;79,5504318;91,04099556
27/04/2027;9372;130;2269;371;128;7;1;79,24139799;90,96354729
28/04/2027;12538;147;2333;424;118;6;2;79,54209109;91,07822681
29/04/2027;8681;158;2487;455;1;8;6;79,46377936;90,44677988
30/04/2027;11756;147;1956;18;190;6;5;79,60031689;90,49296801
01/05/2027;10216;131;2127;278;179;7;6;79,17426735;90,15555294
02/05/2027;8780;114;1824;108;18;9;7;79,3003232;91,06206806
03/05/2027;12022;149;1740;171;146;7;4;78,55291017;90,06949664
04/05/2027;14477;192;1907;418;205;7;6;79,51247121;90,34623854
05/05/2027;14452;140;2112;416;162;9;1;79,1434276;89,39149202
06/05/2027;14669;144;2563;84;91;7;7;79,99685918;89,56066691
07/05/2027;10715;147;2649;65;193;8;1;79,23765105;88,85215176
08/05/2027;11755;183;2099;373;285;6;6;79,64430717;89,31338975
09/05/2027;8482;147;1956;286;212;9;2;79,02307174;88,66099711
10/05/2027;10050;173;2193;2;51;9;10;79,94525119;89,53539529
11/05/2027;9745;159;1825;367;245;7;6;79,10069082;89,38870918
12/05/2027;10937;102;1704;79;215;7;1;80,0866283;90,11216833
13/05/2027;8918;140;2349;350;81;6;10;79,64679786;89,14861255
14/05/2027;10393;101;2429;398;251;6;6;80,11855034;89,25271383
15/05/2027;14213;175;2430;376;71;6;9;79,31385069;88,59538047
16/05/2027;11574;99;2381;188;19;6;9;79,84406218;89,21617182
17/05/2027;8123;143;2447;168;83;6;10;78,84619304;88,85043531
18/05/2027;11072;99;2406;348;96;7;2;79,63032832;89,81121698
19/05/2027;11105;188;2613;428;55;8;2;78,97891366;89,45782026
20/05/2027;12120;94;1904;461;221;9;1;79,05766024;89,72301888
21/05/2027;13863;146;1716;341;90;6;3;78,8336225;89,71230072
22/05/2027;10412;106;1780;147;72;8;8;79,46052509;90,52192215
23/05/2027;11980;116;1699;194;265;8;4;78,81454958;90,26390017
24/05/2027;12882;190;2386;311;273;9;9;79,70040406;90,35479142
25/05/2027;12628;170;1937;319;35;6;7;78,90436441;90,14593233
26/05/2027;10548;140;2648;185;279;6;10;79,77736541;90,34741546
27/05/2027;13865;188;2445;434;214;7;3;79,25252082;89,54296255
28/05/2027;8901;110;2629;305;290;7;5;79,41913476;90,50926235
29/05/2027;9256;185;1873;332;30;8;2;78,6193307;89,70709821
30/05/2027;9840;91;2006;376;221;8;4;79,25643252;90,33501156
31/05/2027;10097;183;1831;194;278;7;2;78,25864267;90,09236549
01/06/2027;10451;103;1798;76;232;8;8;78,28440371;90,64370107
02/06/2027;10790;138;1920;405;128;7;3;77,73495649;89,72996802
03/06/2027;13371;147;2465;267;214;6;6;77,88281381;89,85983244
04/06/2027;12151;172;2084;97;168;9;3;77,4038134;88,86492683
05/06/2027;11872;163;2586;259;83;7;8;78,18377137;89,58088006
